1,0,0,12.39766081871345,0
1,0,0,14.941176470588236,0
1,0,0,14.650205761316872,0
1,0,0,15.218564490016192,0
1,0,0,15.0730282375852,0
0,0,0,15.238095238095237,0
0,0,0,15.384615384615385,0
0,0,0,15.869565217391305,0
1,0,0,15.92783505154639,0
1,0,0,13.076923076923077,0
0,0,0,15.619047619047619,0
1,0,0,15.6268221574344,0
1,0,0,15.453315290933693,0
1,2,0,15.058139534883722,0
0,0,0,15.714285714285714,0
1,0,0,14.765625,0
1,1,0,16.0,0
0,0,0,16.07675906183369,0
0,0,0,13.764705882352942,0
0,0,0,15.0,0
0,0,0,15.772681954137585,0
1,0,0,16.545454545454547,0
0,0,0,16.153846153846153,0
1,0,0,16.21212121212121,0
0,0,0,15.248618784530388,0
1,0,0,15.693215339233038,0
0,0,0,15.64625850340136,0
1,0,0,15.433070866141732,0
0,0,0,15.384615384615385,0
0,0,0,15.423728813559324,0
0,0,0,15.462962962962962,0
0,0,0,15.40983606557377,0
1,0,0,15.591054313099042,0
1,0,1,14.496919917864478,0
1,0,0,12.307692307692308,0
1,0,0,15.833333333333332,0
0,0,0,15.371024734982333,0
1,0,0,14.962962962962962,0
0,0,0,15.692307692307692,0
1,0,0,15.471698113207548,0
1,0,0,15.974025974025974,0
1,0,0,15.538461538461538,0
1,0,0,15.18796992481203,0
1,0,0,14.957983193277311,0
0,0,0,15.460674157303371,0
0,0,0,15.677419354838708,0
0,0,0,15.517241379310345,0
0,0,0,15.307262569832403,0
1,0,2,15.64625850340136,0
1,0,2,15.64625850340136,0
0,0,0,15.294117647058822,0
1,0,0,14.886731391585762,0
1,0,0,15.0098231827112,0
1,0,0,14.758620689655173,0
1,0,0,14.6,0
1,0,1,14.940711462450594,0
0,0,0,15.918367346938776,0
1,0,0,15.531453362255965,0
1,1,0,15.74766355140187,0
1,0,0,15.538461538461538,0
1,0,0,10.555555555555555,0
0,0,0,15.346534653465348,0
1,0,0,14.030874785591767,0
1,0,0,14.08450704225352,0
1,0,0,15.772357723577235,0
0,0,0,15.816326530612246,0
